RecipeId,Name,CookMins,PrepMins,TotalMins,IngredientList,Quantities,Keywords,Images,RecipeCategory,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
514298,"Greens, Eggs and Bacon Breakfast Pizza",12,15,27,"[""olive oil"", ""bacon"", ""fresh spinach"", ""kale"", ""garlic cloves"", ""eggs"", ""cracked black pepper"", ""green onion"", ""flour""]","[""1"", ""1"", ""2"", ""6"", ""1"", ""3"", ""5"", ""1/3""]","[""Spinach"", ""Greens"", ""Vegetable"", ""< 30 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/51/42/98/HPq3H1AlSWu47s0EbE0U-Green-eggs-n-bacon-Pizza.JPG""]",Breakfast,180.2,14.8,4.2,240.7,190.5,1.9,0.3,0.5,9.5,"[""Put pizza stone in lowest rack of oven if you have one."", ""Preheat oven to 500 degrees F."", ""Take pizza dough out of package, form into a ball, transfer dough to a bowl, drizzle olive oil on top and let it rest for about 30 minutes."", ""Meanwhile, in a large pan over medium heat, cook bacon until it is lightly browned, about 7 minutes. Once browned, transfer bacon to plate lined with paper towel."", ""Pour off all but about 2-3 tablespoons bacon fat from the pan. Over medium heat, add kale or spinach to the pan."", ""Saute until slightly wilted, about 1 minute. Add minced garlic and saute for another 2 minutes or until kale or spinach is tender. Once it is cooked, transfer to a bowl."", ""Stretch or roll out pizza dough on a floured surface to form a large 12 to 14 inch pizza."", ""NOTE: Since my pizza peel isn\u2019t very large, I divide the dough in half and made two 8-inch pizzas instead. I cooked mine one at a time."", ""If using pizza stone (directions are for two 8-inch pizzas):"", ""Transfer the dough to a GENEROUSLY floured or cornmeal dusted pizza peel (this step is extremely important because if the pizza sticks to the peel, all of the toppings will slide off the pizza onto the stone, which will create a big mess)."", ""Evenly distribute 3/4 cup cheese blend over dough."", ""Top with half the sauteed kale or spinach mixture and half the reserved bacon."", ""Crack 2 or 3 eggs over the pizza toppings, making sure you don\u2019t crack the eggs too close to the edge."", ""Season the pizza with freshly cracked black pepper to taste."", ""Sprinkle 1/4 cup cheese blend over pizza."", ""Before placing the pizza in the oven, jiggle the peel. If it is stuck at all, gently lift the sticky dough and dust with more flour or cornmeal."", ""Place the tip of the peel on the edge of the stone at the back of the oven. With one swift motion, jerk the peel back out from under the pizza."", ""Bake pizza in the oven for about 8-12 minutes, depending on how you like your eggs. It\u2019s about 8 minutes for over easy eggs, 11-12 minutes for more well done eggs."", ""Once pizza is cooked, remove from oven and sprinkle with green onions if you are using. Repeat this process with second pizza."", ""If using pizza pan or baking sheet (directions are for one large 14-inch pizza): Lightly oil pan with canola oil. Scatter cornmeal on the pan for easier release of dough. Evenly distribute 1 \u00bd cups cheese blend over dough. Top with sauteed kale or spinach mixture and the reserved bacon. Crack 5 eggs evenly over the pizza toppings. Season the pizza with freshly cracked black pepper to taste. Sprinkle remaining 1/2 cup cheese blend over toppings. Transfer pan to the oven. Bake pizza in the oven for about 10-12 minutes, depending on how you like your eggs. Once pizza is cooked, remove from oven and sprinkle with green onions if you are using. Transfer slightly cooled pizza to cutting board and cut into 8 slices and serve.""]"
77619,Brined Pork Chops,30,540,570,"[""water"", ""kosher salt"", ""brown sugar"", ""vanilla"", ""fresh sage"", ""pepper"", ""ground cloves"", ""nutmeg"", ""ground cardamom"", ""cinnamon"", ""flour"", ""olive oil""]","[""3 1/2"", ""1/4"", ""3"", ""1/2"", ""1"", ""4"", ""1"", ""2"", ""1/2"", ""1/2"", ""1/4"", ""1/4"", ""1/2"", ""2"", ""2""]","[""Meat"", ""Weeknight"", ""Refrigerator""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/77/61/9/picqsYsWz.jpg""]",Pork,306.1,16.8,5.4,75.0,7150.8,14.6,0.8,10.1,23.2,"[""In a large bowl combine water and salt, stirring until salt dissolves."", ""Add next 3 ingredients (sugar- vanilla), stir until sugar dissolves."", ""Stir in ice and add pork chops."", ""Cover and refrigerate for at least 8 hours."", ""Drain and remove pork chops from brine."", ""Discard brine."", ""Combine next 7 ingredients (sage-garlic), rub both sides of pork chops with spice mixture."", ""Refrigerate at least 30 minutes."", ""Place flour in large plastic bag and add chops, shake well to coat chops."", ""Place chops on plate before frying."", ""Heat oil in large skillet over medium high heat."", ""Add chops, cook 5-10 minutes per side, depending on degree of doneness desired and thickness of chops.""]"
487090,Rice &amp; Vegetables,25,5,30,"[""vegetable broth"", ""long grain rice"", ""raw carrot"", ""broccoli""]","[""2"", ""1"", ""1/2"", ""1/2""]","[""Easy""]",[],< 30 Mins,179.2,0.4,0.1,0.0,17.1,39.3,1.4,1.0,3.8,"[""Add rice to broth (or water) and bring to a boil."", ""When boiling, add vegetables & seasoning, return to boil; reduce heat."", ""Simmer for approx 20 min (until water is absorbed, rice is tender).""]"
154278,Malay Style Coconut Rice (Nasi Lemak),30,20,50,"[""rice"", ""coconut milk"", ""water"", ""screwpine leaves"", ""fresh ginger"", ""onions"", ""cinnamon stick"", ""star anise"", ""salt"", ""sugar""]","[""2"", ""1"", ""2"", ""2"", ""2"", ""3"", ""1"", ""1""]","[""Breakfast"", ""White Rice"", ""Rice"", ""Coconut"", ""Fruit"", ""Nuts"", ""Malaysian"", ""Asian"", ""Brunch"", ""< 60 Mins"", ""Easy"", ""Inexpensive""]",[],One Dish Meal,527.7,13.7,11.8,0.0,42.8,91.9,4.2,8.1,9.2,"[""Mix all ingredients in rice cooker and cook till rice is cooked and dry. Stand for 10 min before fluffing up and leave it for another 10 minute."", ""Serve hot with SAMBAL, sliced cucumber, fried peanuts and hard boiled egg.""]"
280981,Gypsy Soup,90,25,115,"[""pearl barley"", ""water"", ""salt"", ""olive oil"", ""onion"", ""garlic"", ""flour"", ""wine"", ""soy sauce"", ""paprika"", ""thyme"", ""cumin"", ""cayenne"", ""pepper"", ""potatoes"", ""carrots"", ""green beans"", ""broccoli florets"", ""cabbage"", ""celery"", ""red pepper flakes"", ""corn"", ""fresh spinach""]","[""3/4"", ""5 1/2"", ""1 1/2"", ""1/4"", ""1"", ""4"", ""1/4"", ""1/2"", ""2"", ""2"", ""1"", ""1/2"", ""1/2"", ""1"", ""3"", ""2 1/2"", ""1 1/2"", ""2"", ""2"", ""1"", ""1"", ""14"", ""3"", ""4""]","[""For Large Groups"", ""< 4 Hours"", ""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/09/81/picVncw0B.jpg""]",Vegetable,173.8,4.8,0.8,1.8,465.3,28.1,4.5,4.0,5.5,"[""Place the barley into small pot along with 1 1/2 of water and 1/2 tsp of the salt."", ""Bring to a boil and reduce over low heat for approx 40 minutes or until most of the water is absorbed - set aside."", ""Heat the olive oil over medium heat, add onion, garlic and cook for approx 3 minutes sprinkle with flour and continue to cook for approx 6 minutes until you get a nice tan color add 4 cups of water, wine, soy sauce and add all your spices - add the remainder of all the vegetables and cook over low heat for 45 - 60 minutes adding chicken stock occasionally so the soup doesn't become to thick.""]"
516320,Homemade GFCGSG White Sauce,7,5,12,"[""extra virgin olive oil"", ""salt"", ""pepper"", ""cornstarch""]","[""2"", ""2"", ""2 -3"", ""1""]","[""Free Of..."", ""< 15 Mins"", ""Easy"", ""Inexpensive""]",[],Sauces,80.3,6.8,0.9,0.0,0.2,4.6,0.1,0.0,0.3,"[""In a skillet or saucepan over high heat, add EVOO.  Whisk in flour and salt and pepper until \\"", "".  Pour in milk and whisk, whisk, whisk!  Add cornstarch and whisk, whisk, whisk.  Bring sauce to a boil and reduce heat to medium.  Stir often and cook for about 6-7 minutes until sauce thickens."", ""**Add more milk for a thinner sauce or less milk for a thicker sauce."", ""Use sauce in any dish that calls for white sauce or \\"", "" soup.""]"
140733,No Bean Slow Cook Chili,480,30,510,"[""tomato sauce"", ""diced tomatoes"", ""whole kernel corn"", ""ground beef"", ""yellow onion"", ""chili powder"", ""salt"", ""anaheim chili""]","[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""3"", ""1/4"", ""4""]","[""Tex Mex"", ""Southwestern U.S."", ""Low Cholesterol"", ""Healthy""]",[],Meat,314.8,12.7,4.6,51.4,1330.2,35.5,6.0,14.0,19.3,"[""Brown beef making sure to prevent large clumps of hamburger."", ""When hamburger is still pink add onion and salt to taste."", ""Drain beef and add to 4qrt crockpot."", ""Add tomato sauce."", ""Drain and add diced tomatoes and corn."", ""Add in chili powder to taste (I use mostly chili powder but add a couple dashes of hot chili powder.)."", ""Add the rest of the ingredients; mix well."", ""Cook on low to medium for ~8hrs.""]"
479556,"Sauteed Yellow Squash, Zucchini and Roasted Red Peppers",30,5,35,"[""onion"", ""zucchini"", ""butter"", ""olive oil"", ""white wine"", ""vinegar""]","[""1"", ""3"", ""3"", ""2"", ""2"", ""1/4"", ""1""]","[""Vegetable"", ""Very Low Carbs"", ""Low Protein"", ""Low Cholesterol"", ""< 60 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/95/56/pic7en3KA.jpg""]",Onions,198.9,13.5,4.8,15.3,77.9,12.1,3.4,8.7,3.9,"[""Melt butter in a large skillet and add olive oil."", ""Add onion and cook just until tender."", ""Add wine, yellow squash, zucchini and continue cooking over medium heat, stirring until squash begins to soften."", ""Cover and continue cooking over low heat until nice and tender (usually about 20-25 minutes). Add roasted red peppers during the last few minutes."", ""Season to taste.""]"
102887,Granny Velma's Banana Bread,45,30,75,"[""sugar"", ""shortening"", ""bananas"", ""baking soda"", ""plain flour"", ""eggs"", ""salt""]","[""1"", ""1/2"", ""3"", ""1"", ""2"", ""2"", ""1/2""]","[""Breads"", ""Tropical Fruits"", ""Fruit"", ""Brunch"", ""< 4 Hours"", ""Easy""]",[],Quick Breads,305.1,11.6,3.0,42.3,257.0,47.2,1.6,24.5,4.2,"[""Sift together flour, baking soda, and salt."", ""Cream the sugar and Crisco together; add eggs and mashed bananas."", ""Add dry ingredients and pour into greased loaf pan."", ""Bake for 45-60 at 350\u00b0F."", ""You can add chopped walnuts to the mix if desired (thats the way she always made mine).""]"
157153,Caramelized Bananas With Frozen Yogurt and Pecans,15,15,30,"[""sugar"", ""water"", ""fresh lemon juice"", ""bananas"", ""pecan halves""]","[""1/2"", ""2"", ""2"", ""2"", ""1"", ""1/4""]","[""Dessert"", ""Tropical Fruits"", ""Fruit"", ""< 30 Mins"", ""Inexpensive""]",[],Frozen Desserts,201.9,4.7,0.5,0.0,0.9,42.0,2.4,33.7,1.3,"[""Combine first 3 ingredients in medium skillet."", ""Stir over low heat until sugar dissolves."", ""Increase heat and boil without stirring until syrup turns deep amber, occasionally brushing down sides of skillet with wet pastry brush and swirling skillet, about 7 minutes."", ""Remove from heat."", ""Add banana slices and stir gently to coat with caramel.  Cool 5 minutes."", ""Divide caramelized bananas among 4 shallow bowls."", ""Top with scoop of frozen yogurt."", ""Sprinkle with pecans and serve immediately.""]"
47497,German Pot Pie,180,25,205,"[""water"", ""onion"", ""celery"", ""flour"", ""salt"", ""sugar"", ""water""]","[""3 -4"", ""3"", ""1 1/2"", ""1"", ""2"", ""2"", ""1"", ""1""]","[""One Dish Meal"", ""Meat"", ""German"", ""European"", ""Weeknight"", ""< 4 Hours""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/47/49/7/picvZnFPi.jpg""]",Savory Pies,806.6,52.0,21.3,163.5,147.1,34.8,1.6,1.8,46.3,"[""Brown meat in hot fat."", ""Season meat with salt and pepper, and add water, onions, and celery."", ""Cook slowly on top of stove until meat is tender, about 3-4 hours."", ""If liquid cooks away, add more water."", ""This needs plenty of broth."", ""Mix flour, oil, salt, sugar, and enough water sufficient to form a nice ball of dough."", ""Roll out 1/4 inch thick; cut in squares and drop into boiling broth."", ""Cook about 15-20 minutes.""]"
48549,Chili for Hot Dogs or Sloppy Joes,30,20,50,"[""ground beef"", ""onion"", ""chili sauce""]","[""1"", ""1"", ""1""]","[""Meat"", ""< 60 Mins"", ""Easy""]",[],Lunch/Snacks,170.2,11.3,4.4,51.4,50.5,1.9,0.3,0.8,14.2,"[""Saute onion and then beef."", ""Salt and pepper to taste."", ""Add about 3/4 bottle of Chili Sauce and 1 cup water."", ""Simmer for 20 to 30 minutes.""]"
290455,Eggplant and Pork With Black Bean Garlic Sauce,10,5,15,"[""eggplants"", ""ground pork"", ""red bell pepper"", ""cornstarch"", ""sugar"", ""water"", ""dry sherry""]","[""16"", ""16"", ""1"", ""2"", ""2"", ""2"", ""2"", ""4"", ""2"", ""4""]","[""Meat"", ""Chinese"", ""Asian"", ""< 15 Mins"", ""Easy""]",[],Pork,421.6,31.2,9.9,81.8,68.5,12.2,4.5,6.1,20.6,"[""Combine water, cornstarch, sugar, sherry/broth and black bean garlic sauce in a small bowl.  Mix well and set aside."", ""In a heated pan with oil, brown the pork until well done. Drain.  Add in ginger and eggplant and cook for another 4-5 minutes."", ""Add sauce mixture and cook until sauce thickens."", ""Serve with rice.""]"
68872,Zucchini Soup,15,10,25,"[""onion"", ""butter"", ""margarine"", ""chicken broth"", ""green chilies"", ""salt"", ""pepper"", ""zucchini"", ""corn"", ""milk"", ""parsley sprig""]","[""1"", ""1"", ""2"", ""2"", ""1/2"", ""1/8"", ""2"", ""1"", ""1""]","[""< 30 Mins"", ""Inexpensive""]",[],Vegetable,108.6,6.0,3.5,16.2,733.3,8.8,1.4,3.0,5.9,"[""Saute onion in butter."", ""Add broth, chiles, salt pepper,and zucchini."", ""Bring to a boil and then simmer until the zucchini is tender, about 10 minutes."", ""Add milk and heat through, but do not bring to a boil."", ""Put in bowls, top with cheese and parsley.""]"
7684,Chicken Napoli,,,,"[""fryer chicken"", ""cauliflower"", ""potatoes"", ""carrots"", ""eggplant"", ""onions"", ""green pepper"", ""celery"", ""pepper"", ""tomatoes"", ""garlic powder"", ""chicken bouillon powder"", ""water"", ""dill weed""]","[""1"", ""1/2"", ""2"", ""2"", ""1/2"", ""2"", ""1"", ""2"", ""1/2"", ""1"", ""1/2"", ""2"", ""1 1/2"", ""1""]","[""Chicken"", ""Poultry"", ""Meat"", ""< 15 Mins"", ""Oven""]",[],Whole Chicken,407.8,14.8,4.0,87.8,306.0,37.2,9.7,14.7,33.9,"[""Place chicken and vegetable in 4 qt. casserole."", ""Sprinkle with pepper."", ""Add tomatoes, garlic powder, bouillon powder, and water."", ""Sprinkle with dill."", ""Cover tightly and bake at 350F for 2 hrs."", ""Stir after 1 hr."", ""The flavour continues to develop as the casserole stands.""]"
465055,Stir Fried Prawns in Chilli Bean Sauce,5,20,25,"[""garlic"", ""ginger"", ""bean sprouts"", ""spring onions"", ""asparagus"", ""capsicum"", ""soya sauce"", ""soya sauce"", ""oyster sauce"", ""chili bean sauce"", ""cornflour""]","[""1"", ""12"", ""1"", ""1"", ""1"", ""6"", ""150"", ""1"", ""1/2"", ""1 1/2"", ""1/2"", ""1 1/2"", ""1 1/2"", ""1"", ""1""]","[""Chinese"", ""Asian"", ""Weeknight"", ""< 30 Mins"", ""From Scratch""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/50/55/picTUb78j.jpg""]",Vegetable,219.3,10.7,1.6,47.2,2000.8,20.7,5.0,6.9,13.5,"[""Shell the prawns, remove the heads, devein and cut in half,the flesh should be about the size of your thumb -, of if you have small prawns double the amount, shell etc but do not cut in half."", ""Place in a small bowl, cover and place in the fridge."", ""Blanch the asparagus, and add to the bean sprouts ginger, garlic, red capsicum and spring onions."", ""In a measuring cup make the 1/2 cup of chicken stock and add the oyster sauce both the Soya sauces, the sesame oil and the chilli bean Sauce add the cornflour mixed in enough water to make a thick paste."", ""Heat the wok, adding the oil and stir fry the vegetables, ginger and garlic until cooked but still crisp."", ""I do my Chinese cooking a different way by then putting the vegetables in a warm dish in the oven then, adding a dash more oil toss the prawns in and stir fry for just a couple of minutes."", ""Add the Chicken stock and the rest of the ingredients to the prawns, bring to the boil and immediately add the vegetables back to the wok,stirring to get the sauce mixed through the dish,."", ""Serve immediately with plain boiled noodles of your choice - absolutely delicious.""]"
261979,Corn Tomato Chowder,,40,40,"[""canned tomatoes"", ""vegetable broth"", ""onions"", ""green onion"", ""macaroni"", ""other pastas"", ""butter"", ""flour"", ""salt"", ""milk"", ""green pepper"", ""cheese"", ""crouton""]","[""2"", ""2"", ""1"", ""1/4"", ""2"", ""2"", ""3"", ""1"", ""3/4"", ""3/4"", ""1"", ""1/2"", ""1/2""]","[""Corn"", ""Vegetable"", ""Low Protein"", ""< 60 Mins""]",[],Chowders,639.4,36.0,21.3,108.9,1864.7,69.2,6.6,13.8,16.9,"[""Bring the tomatoes, water, and macaroni to a boil."", ""Chop the onion and add to the rest."", ""Simmer for 20-30 minutes."", ""Add the corn, and simmer about 10 more minutes."", ""In a separate pot, make a white sauce: Melt the margarine, and stir in the flour and salt.  Add the milk."", ""Stir very well with a wooden spoon or wire whisk while heating.  Add the cream, and continue heating."", ""Once the mixture starts to bubble, turn down the heat and keep stirring a couple minutes until the sauce is thick and smooth."", ""Combine the white sauce and soup."", ""Serve with grated cheese, chopped green pepper, and croutons.""]"
472810,Hazelnut Creme Brulee Cupcakes,20,50,70,"[""butter"", ""eggs"", ""all-purpose flour"", ""baking powder"", ""salt"", ""sugar"", ""hazelnut-flavored liqueur"", ""vanilla"", ""milk"", ""toasted hazelnuts"", ""butter"", ""powdered sugar"", ""milk"", ""hazelnut-flavored liqueur"", ""vanilla"", ""milk"", ""sugar"", ""whole nutmegs"", ""ground nutmeg""]","[""3/4"", ""3"", ""2 1/2"", ""2"", ""1/2"", ""1 3/4"", ""2"", ""2"", ""1"", ""1/2"", ""1/3"", ""4"", ""2"", ""1"", ""1"", ""3 -4"", ""1/3""]","[""For Large Groups"", ""< 4 Hours""]",[],Dessert,301.9,11.2,5.9,47.0,167.5,48.5,0.6,37.1,3.0,"[""Allow butter and eggs to stand at room temperature for 30 minutes. Meanwhile, grease and flour twenty-four 2-1/2-inch muffin cups (or line with paper bake cups). In a medium bowl stir together flour, baking powder, and salt. Set aside."", ""Preheat oven to 350 degrees F. In a large mixing bowl beat butter with an electric mixer on medium to high speed for 30 seconds. Gradually add sugar, about 1/4 cup at a time, beating on medium speed until combined. Scrape sides of bowl; beat for 2 minutes more. Add eggs, one at a time, beating well after each addition. Beat in liqueur and vanilla. Alternately add flour mixture and milk, beating on low speed after each addition just until combined. Fold in nuts."", ""Spoon batter into prepared muffin cups, filling each about three-fourths full. Use the back of a spoon to smooth out batter in cups."", ""Bake for 15 to 18 minutes or until tops spring back when lightly touched. Cool cupcakes in muffin cups on wire racks for 5 minutes. Remove cupcakes from muffin cups. Cool completely on wire racks."", ""For the buttercream: Allow butter to stand at room temperature for 30 minutes. In a large mixing bowl beat butter with an electric mixer on medium speed until smooth. Gradually add 1 cup of the powdered sugar, beating well. Beat in the 2 tablespoons milk, the liqueur, and vanilla. Gradually beat in the remaining powdered sugar. Beat in additional milk until buttercream reaches spreading consistency."", ""For the Sugar drizzle: In a large skillet cook sugar over medium-high heat until sugar starts to melt, shaking skillet occasionally. Do not stir. When sugar starts to melt, reduce heat to low and cook about 5 minutes or until all of the sugar is melted, stirring as needed with a wooden spoon. Remove from heat. Immediately drizzle sugar mixture over frosted cupcakes."", ""Spread Vanilla-Hazelnut Buttercream onto tops of cupcakes. Quickly drizzle with Caramelized Sugar Drizzle. If desired, sprinkle with nutmeg. Makes 24 (2-1/2 inch) cupcakes.""]"
263417,White Stallion Stuffed Mushrooms,30,20,50,"[""mushrooms"", ""olive oil"", ""spinach"", ""garlic"", ""cream cheese"", ""parmesan cheese"", ""ground nutmeg""]","[""40"", ""1/4"", ""3/4"", ""3"", ""1"", ""1"", ""1/2"", ""1/4""]","[""Easy""]",[],< 60 Mins,65.4,5.8,2.9,13.6,60.7,1.7,0.4,0.5,2.3,"[""Over low heat saute spinach and garlic in olive oil.  When limp, add onion, cream cheese, Parmesan, and nutmeg.  You can refrigerate mixture overnight.  Allow to come to room temperature.  Just prior to serving, remove stems from mushrooms, fill with cheese mix and bake at 350 degrees for 30 minutes.""]"
303819,Fast and Easy Potato Salad,6,5,11,"[""potatoes"", ""mayonnaise"", ""mild paprika"", ""garlic powder"", ""ground black pepper"", ""green onion"", ""baby dill pickle"", ""pickle juice"", ""hard-boiled eggs""]","[""2 -3"", ""1/2"", ""1 -2"", ""2"", ""1"", ""1/2"", ""1"", ""1"", ""2""]","[""Potato"", ""Onions"", ""Vegetable"", ""Canadian"", ""European"", ""Lactose Free"", ""Low Protein"", ""Low Cholesterol"", ""Free Of..."", ""Potluck"", ""Savory"", ""Microwave"", ""< 15 Mins"", ""Inexpensive""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/38/19/ZB7jAWFTr2LE5HsLrxJy_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/38/19/ZB7jAWFTr2LE5HsLrxJy_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/38/19/ZB7jAWFTr2LE5HsLrxJy_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/38/19/ZB7jAWFTr2LE5HsLrxJy_image.jpg""]",Lunch/Snacks,851.1,40.8,6.1,30.6,879.4,116.6,14.5,13.1,13.0,"[""Cut the eyes and blemishes off the potatoes. Skin them if you prefer but I think they're delicious and they're definitely more nutritional!"", ""Rinse the potatoes and place them in the microwave undried."", ""Microwave the potatoes (three at a time if you're making a double or triple recipe for the whole family or a potluck) spaced evenly apart on HIGH for THREE MINUTES."", ""Chop your green onions. Chop your pickle and eggs if desired."", ""Flip the potatoes over (careful, they're hot!) and microwave on HIGH for THREE MINUTES more."", ""Mix the mayo, spices, onions, and optional pickle and eggs in a medium-sized bowl."", ""Let the potatoes rest in the microwave for a few minutes (they will continue to cook)."", ""Test the doneness of the potatoes with a knife or fork by piercing into the center of each one. If the knife does not go in smoothly or there is resistance, repeat the microwaving process above in increments of ONE MINUTE."", ""Place the cooked potatoes immediately into a bowl of cold water. Let cool for a few minutes."", ""Remove the potatoes and cut into bite-sized pieces (usually halves and then eights will do) - careful, they may still be hot inside."", ""Mix potatoes with sauce mixture, and enjoy!""]"
527287,Cheesy Shredded Chicken Bites,,15,15,"[""chicken breasts"", ""cream cheese"", ""chili powder"", ""kosher salt"", ""cracked black pepper""]","[""1"", ""4"", ""1/2"", ""1/2"", ""1/2"", ""1"", ""1/4""]",[],[],< 15 Mins,46.5,3.4,1.6,15.9,38.8,0.2,0.0,0.2,3.7,"[""Place Swanson White Premium Chunk Chicken Breast into a medium, microwave safe bowl. Shred (I just put in my kitchenade mixer)."", ""Add cream cheese, creole seasoning, chili powder, Italian seasoning and Kosher salt to the chicken. Stir together until blended."", ""Place in a microwave for 2-3 minutes (until heated through), stopping half way through to stir."", ""Remove bowl from the microwave and add shredded cheddar cheese. Stir together until well blended."", ""Place 1 tablespoon cheesy chicken mixture onto a cracker. Top with freshly cracked black pepper."", ""Serve warm or cold. If serving cold, place in the refrigerator until ready to serve.""]"
470768,Spicy Chocolate Crackled Cookies!,10,30,40,"[""flour"", ""cinnamon"", ""ancho chili"", ""baking powder"", ""salt"", ""butter"", ""granulated sugar"", ""brown sugar"", ""eggs"", ""vanilla extract""]","[""12"", ""3/4"", ""2"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1/2"", ""1/4"", ""2"", ""2""]","[""Dessert"", ""Cookie & Brownie"", ""Spicy"", ""< 60 Mins"", ""For Large Groups""]",[],Drop Cookies,70.3,3.8,2.2,11.8,32.2,9.4,0.6,6.8,0.9,"[""Preheat oven to 375."", ""Melt 8 oz of the chocolate as directed on the package, set aside."", ""Coarsely chop the remaining 4 oz of chocolate."", ""Mix flour, cinnamon, ancho chile, baking powder, and salt in a small bowl."", ""Beat butter and sugars in a large bowl w/ a mixer on medium until light and fluffy."", ""Add eggs and vanilla, mix well."", ""Add melted chocolate, beat until well blended."", ""Gradually beat in flour mixture on low until well mixed."", ""Stir in chopped chocolate."", ""Drop in rounded tablespoons 1.5 inches apart on parchment-paper lined baking sheets."", ""Bake in preheated 375 degree oven for about 10 mins or until cookies are just set and slightly cracked on top."", ""Transfer cookies on parchment paper to wire rack, cool completely.""]"
329996,Vegetable Beef Soup,25,25,50,"[""carrots"", ""onion"", ""garlic cloves"", ""nonfat beef broth"", ""green cabbage"", ""frozen green beans"", ""diced tomatoes"", ""great northern beans"", ""zucchini"", ""basil"", ""oregano"", ""salt"", ""pepper""]","[""4"", ""1"", ""2 -3"", ""6"", ""1/2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1/2"", ""1"", ""1/2""]","[""Easy""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/32/99/96/picSxQU6k.jpg""]",< 60 Mins,155.6,0.8,0.2,0.0,329.3,30.4,10.0,6.3,9.4,"[""Spray a large pot with non-stick spray.  Saute carrot and onion until soft.  Add garlic and saute for a few more minutes."", ""Add remaining ingredients and simmer 15 minutes."", ""Enjoy!""]"
15016,Almond Roca,25,10,35,"[""corn syrup"", ""white sugar"", ""butter"", ""water"", ""chocolate chips""]","[""1"", ""1 1/4"", ""1"", ""1/4"", ""1 1/4"", ""3/4""]","[""Dessert"", ""< 60 Mins""]",[],Candy,4032.3,290.3,144.2,488.1,1324.3,370.7,23.4,330.1,35.9,"[""In a large heavy saucepan, gently boil syrup, sugar, butter and water until\\"", ""; appears on a candy thermometer, 300F (150C)."", ""Do not stir."", ""This step takes at least 20 minutes."", ""Remove from heat, add almonds and stir well."", ""Spread on an ungreased cookie sheet and, before candy is allowed to cool, sprinkle with chocolate chips."", ""As they melt, spread the chocolate chips evenly over the candy."", ""Cool in the refrigerator or freezer."", ""Break into bite size pieces.""]"
132235,Hungarian Goulash Casserole,30,10,40,"[""ground turkey"", ""ground pork"", ""salt"", ""ground nutmeg"", ""pepper"", ""olive oil"", ""baby portabella mushrooms"", ""low-fat sour cream"", ""cornstarch"", ""2% low-fat milk"", ""garlic powder"", ""sweet Hungarian paprika""]","[""1"", ""1/2"", ""1/4"", ""1/4"", ""1/4"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"", ""1/4"", ""1""]","[""Lunch/Snacks"", ""Pork"", ""Meat"", ""Hungarian"", ""European"", ""Winter"", ""Savory"", ""< 60 Mins"", ""Oven"", ""Beginner Cook"", ""Stove Top"", ""Easy"", ""Inexpensive""]",[],One Dish Meal,573.2,23.3,8.8,141.5,842.8,65.4,3.5,6.2,25.6,"[""Preheat oven to 325\u00b0F."", ""Spray a 13\\"", "" casserole dish with nonstick cooking spray."", ""Combine meat, salt, nutmeg, and pepper in a bowl; shape mixture into 1\\"", "", "", "", "", "", "", "", "", ""Add remaining 3/4 cup sour cream, soup, mik, garlic powder, and paprika, and stir until smooth."", ""Place cooked noodles into casserole dish."", ""Arrange meatballs on top of noodles and cover with sauce."", ""Bake until hot (20 minutes).""]"
